,endTime,valenceScore,userID
0,2022-03-31,0.46469095238095237,laura
1,2022-04-30,0.48869490909090907,laura
2,2022-05-31,0.4602296829971182,laura
3,2022-06-30,0.5055007246376811,laura
4,2022-07-31,0.5136063492063492,laura
5,2022-08-31,0.492610546875,laura
6,2022-09-30,0.535631441048035,laura
7,2022-10-31,0.41662499999999997,laura
8,2022-11-30,0.324352808988764,laura
9,2022-12-31,0.23052913533834588,laura
10,2023-01-31,0.3307829683698297,laura
11,2023-02-28,0.3228324120603015,laura
12,2023-03-31,0.35189322033898307,laura
